No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,pm25_24h,aqi_class,hour_sin,hour_cos,dayofweek,is_weekend,PM10_lag1,SO2_lag1,NO2_lag1,CO_lag1,O3_lag1,TEMP_lag1,PRES_lag1,DEWP_lag1,RAIN_lag1,WSPM_lag1,PM10_lag3,SO2_lag3,NO2_lag3,CO_lag3,O3_lag3,TEMP_lag3,PRES_lag3,DEWP_lag3,RAIN_lag3,WSPM_lag3,PM10_lag24,SO2_lag24,NO2_lag24,CO_lag24,O3_lag24,TEMP_lag24,PRES_lag24,DEWP_lag24,RAIN_lag24,WSPM_lag24,is_labeled,date,pm25_lag_1,pm25_lag_2,y_pred,aqi_label,is_alert
494,2013,3,21,13,140.0,167.0,62.0,86.0,1300.0,30.0,6.9,1001.3,-1.3,0.0,5,3.0,Wanliu,2013-03-21 13:00:00,91.625,2,-0.2588190451025208,-0.9659258262890683,3,0,172.0,59.0,87.0,1399.0,19.0,6.2,1002.1,-1.5,0.0,2.0,145.0,42.0,80.0,1600.0,4.0,3.7,1004.5,-1.9,0.0,1.7,25.0,36.0,53.0,900.0,53.0,4.7,1017.7,-3.6,0.0,2.1,False,2013-03-21,167.0,124.0,2,Unhealthy,True
484,2013,3,21,3,97.0,118.0,20.0,73.0,1000.0,8.0,-0.8,1008.9,-2.7,0.0,7,0.5,Wanliu,2013-03-21 03:00:00,61.041666666666664,2,0.7071067811865476,0.7071067811865476,3,0,114.0,20.0,76.0,1100.0,9.0,1.0,1009.6,-2.8,0.0,1.0,111.0,18.0,77.0,1000.0,15.0,1.9,1011.3,-2.6,0.0,2.3,34.0,7.0,39.0,,,-1.1,1018.7,-1.2,1.5,1.2,False,2013-03-21,96.0,125.0,2,Unhealthy,True
485,2013,3,21,4,100.0,110.0,22.0,74.0,1000.0,2.0,-1.7,1008.5,-3.0,0.0,14,0.7,Wanliu,2013-03-21 04:00:00,62.958333333333336,2,0.8660254037844386,0.5000000000000001,3,0,118.0,20.0,73.0,1000.0,8.0,-0.8,1008.9,-2.7,0.0,0.5,130.0,17.0,80.0,1100.0,8.0,1.7,1010.6,-2.8,0.0,2.4,30.0,8.0,40.0,1000.0,,-2.1,1019.0,-2.4,2.5,1.0,False,2013-03-21,97.0,96.0,2,Unhealthy,True
486,2013,3,21,5,95.0,110.0,25.0,75.0,1000.0,2.0,-1.7,1008.0,-2.7,0.0,14,0.1,Wanliu,2013-03-21 05:00:00,65.29166666666667,2,0.9659258262890683,0.25881904510252074,3,0,110.0,22.0,74.0,1000.0,2.0,-1.7,1008.5,-3.0,0.0,0.7,114.0,20.0,76.0,1100.0,9.0,1.0,1009.6,-2.8,0.0,1.0,36.0,8.0,50.0,800.0,22.0,-4.3,1019.4,-4.7,0.0,0.1,True,2013-03-21,100.0,97.0,2,Unhealthy,True
487,2013,3,21,6,120.0,120.0,18.0,74.0,1100.0,2.0,-0.6,1007.6,-2.2,0.0,1,1.5,Wanliu,2013-03-21 06:00:00,68.79166666666667,2,1.0,6.123233995736766e-17,3,0,110.0,25.0,75.0,1000.0,2.0,-1.7,1008.0,-2.7,0.0,0.1,118.0,20.0,73.0,1000.0,8.0,-0.8,1008.9,-2.7,0.0,0.5,6.0,8.0,49.0,1000.0,16.0,-5.7,1019.6,-6.0,0.0,0.0,False,2013-03-21,95.0,100.0,2,Unhealthy,True
488,2013,3,21,7,99.0,121.0,16.0,78.0,1300.0,2.0,0.2,1006.9,-2.0,0.0,3,0.7,Wanliu,2013-03-21 07:00:00,71.5,2,0.9659258262890683,-0.25881904510252063,3,0,120.0,18.0,74.0,1100.0,2.0,-0.6,1007.6,-2.2,0.0,1.5,110.0,22.0,74.0,1000.0,2.0,-1.7,1008.5,-3.0,0.0,0.7,6.0,9.0,64.0,1200.0,2.0,-2.3,1020.2,-2.3,0.0,0.1,False,2013-03-21,120.0,95.0,2,Unhealthy,True
489,2013,3,21,8,94.0,117.0,19.0,79.0,1600.0,2.0,1.4,1005.9,-1.8,0.0,5,1.6,Wanliu,2013-03-21 08:00:00,74.75,2,0.8660254037844387,-0.4999999999999998,3,0,121.0,16.0,78.0,1300.0,2.0,0.2,1006.9,-2.0,0.0,0.7,110.0,25.0,75.0,1000.0,2.0,-1.7,1008.0,-2.7,0.0,0.1,37.0,11.0,66.0,1200.0,5.0,-0.1,1020.7,-1.1,0.0,1.7,False,2013-03-21,99.0,120.0,2,Unhealthy,True
491,2013,3,21,10,142.0,145.0,42.0,80.0,1600.0,4.0,3.7,1004.5,-1.9,0.0,6,1.7,Wanliu,2013-03-21 10:00:00,81.20833333333333,2,0.49999999999999994,-0.8660254037844387,3,0,120.0,30.0,80.0,1600.0,2.0,2.7,1005.3,-2.2,0.0,1.6,121.0,16.0,78.0,1300.0,2.0,0.2,1006.9,-2.0,0.0,0.7,57.0,31.0,63.0,1399.0,16.0,2.6,1020.4,-4.0,0.0,3.0,False,2013-03-21,100.0,94.0,2,Unhealthy,True
483,2013,3,21,2,96.0,114.0,20.0,76.0,1100.0,9.0,1.0,1009.6,-2.8,0.0,14,1.0,Wanliu,2013-03-21 02:00:00,59.25,2,0.49999999999999994,0.8660254037844387,3,0,130.0,17.0,80.0,1100.0,8.0,1.7,1010.6,-2.8,0.0,2.4,114.0,17.0,86.0,1000.0,10.0,2.2,1011.8,-2.9,0.0,1.9,50.0,6.0,44.0,900.0,16.0,-1.2,1018.5,-1.3,0.9,0.0,False,2013-03-21,125.0,92.0,2,Unhealthy,True
515,2013,3,22,10,90.0,82.0,10.0,28.0,500.0,72.0,8.5,1010.7,-9.9,0.0,9,3.1,Dingling,2013-03-22 10:00:00,100.66666666666667,2,0.49999999999999994,-0.8660254037844387,4,0,85.0,10.0,29.0,500.0,67.0,7.4,1011.0,-10.9,0.0,4.2,12.0,3.0,8.0,200.0,84.0,6.0,1010.7,-11.6,0.0,0.5,109.0,15.0,40.0,1000.0,29.0,2.7,1001.3,-2.8,0.0,1.1,False,2013-03-22,94.0,9.0,2,Unhealthy,True
516,2013,3,22,11,84.0,77.0,10.0,27.0,400.0,78.0,9.4,1009.8,-10.7,0.0,8,2.6,Dingling,2013-03-22 11:00:00,98.29166666666667,2,0.258819045102521,-0.9659258262890682,4,0,82.0,10.0,28.0,500.0,72.0,8.5,1010.7,-9.9,0.0,3.1,17.0,10.0,14.0,400.0,73.0,7.6,1011.1,-11.2,0.0,2.3,124.0,15.0,37.0,1000.0,38.0,4.4,1000.2,-2.5,0.0,1.1,False,2013-03-22,90.0,94.0,2,Unhealthy,True
509,2013,3,22,4,120.0,107.0,11.0,39.0,200.0,86.0,3.9,1008.1,-14.4,0.0,6,1.5,Dingling,2013-03-22 04:00:00,120.08333333333333,2,0.8660254037844386,0.5000000000000001,4,0,111.0,3.0,4.0,200.0,86.0,4.6,1007.3,-12.8,0.0,1.2,6.0,3.0,4.0,200.0,92.0,6.9,1005.7,-9.9,0.0,1.1,82.0,7.0,52.0,1000.0,19.0,0.9,1005.4,-3.6,0.0,0.9,False,2013-03-22,7.0,7.0,2,Unhealthy,True
514,2013,3,22,9,94.0,85.0,10.0,29.0,500.0,67.0,7.4,1011.0,-10.9,0.0,9,4.2,Dingling,2013-03-22 09:00:00,101.79166666666667,2,0.7071067811865476,-0.7071067811865475,4,0,17.0,10.0,14.0,400.0,73.0,7.6,1011.1,-11.2,0.0,2.3,6.0,3.0,4.0,200.0,89.0,2.1,1009.8,-10.4,0.0,0.5,115.0,13.0,54.0,1100.0,15.0,2.1,1002.3,-3.4,0.0,0.5,False,2013-03-22,9.0,8.0,2,Unhealthy,True
525,2013,3,22,20,89.0,141.0,20.0,43.0,1000.0,63.0,7.2,1008.3,-4.0,0.0,2,2.2,Dingling,2013-03-22 20:00:00,65.45833333333333,2,-0.8660254037844386,0.5000000000000001,4,0,167.0,21.0,47.0,1000.0,70.0,7.6,1007.7,-3.3,0.0,2.0,167.0,18.0,37.0,900.0,86.0,8.9,1007.0,-3.3,0.0,2.7,151.0,8.0,48.0,1300.0,52.0,3.7,1000.7,-0.3,0.0,0.2,False,2013-03-22,91.0,84.0,2,Unhealthy,True
527,2013,3,22,22,79.0,115.0,10.0,38.0,900.0,48.0,3.8,1008.4,-4.4,0.0,2,3.6,Dingling,2013-03-22 22:00:00,58.666666666666664,2,-0.5000000000000004,0.8660254037844384,4,0,131.0,13.0,37.0,900.0,56.0,5.0,1008.2,-4.1,0.0,4.5,167.0,21.0,47.0,1000.0,70.0,7.6,1007.7,-3.3,0.0,2.0,117.0,4.0,47.0,1200.0,28.0,3.1,1002.9,-0.4,0.0,2.2,False,2013-03-22,83.0,89.0,2,Unhealthy,True
526,2013,3,22,21,83.0,131.0,13.0,37.0,900.0,56.0,5.0,1008.2,-4.1,0.0,2,4.5,Dingling,2013-03-22 21:00:00,61.875,2,-0.7071067811865477,0.7071067811865474,4,0,141.0,20.0,43.0,1000.0,63.0,7.2,1008.3,-4.0,0.0,2.2,161.0,19.0,40.0,900.0,78.0,8.2,1007.4,-3.7,0.0,1.1,148.0,7.0,48.0,1300.0,44.0,3.2,1001.7,-0.4,0.0,1.6,False,2013-03-22,89.0,91.0,2,Unhealthy,True
524,2013,3,22,19,91.0,167.0,21.0,47.0,1000.0,70.0,7.6,1007.7,-3.3,0.0,2,2.0,Dingling,2013-03-22 19:00:00,68.83333333333333,2,-0.9659258262890684,0.2588190451025203,4,0,161.0,19.0,40.0,900.0,78.0,8.2,1007.4,-3.7,0.0,1.1,180.0,21.0,42.0,1100.0,85.0,9.5,1006.6,-3.5,0.0,2.6,149.0,10.0,51.0,1100.0,60.0,4.1,999.6,-0.7,0.0,0.0,False,2013-03-22,84.0,93.0,2,Unhealthy,True
523,2013,3,22,18,84.0,161.0,19.0,40.0,900.0,78.0,8.2,1007.4,-3.7,0.0,10,1.1,Dingling,2013-03-22 18:00:00,71.79166666666667,2,-1.0,-1.8369701987210297e-16,4,0,167.0,18.0,37.0,900.0,86.0,8.9,1007.0,-3.3,0.0,2.7,139.0,22.0,41.0,900.0,76.0,9.7,1007.0,-3.6,0.0,3.9,168.0,17.0,59.0,1100.0,66.0,4.9,998.6,-1.1,0.0,0.8,False,2013-03-22,93.0,107.0,2,Unhealthy,True
522,2013,3,22,17,93.0,167.0,18.0,37.0,900.0,86.0,8.9,1007.0,-3.3,0.0,11,2.7,Dingling,2013-03-22 17:00:00,75.29166666666667,2,-0.9659258262890683,-0.25881904510252063,4,0,180.0,21.0,42.0,1100.0,85.0,9.5,1006.6,-3.5,0.0,2.6,101.0,19.0,38.0,700.0,71.0,10.5,1007.6,-4.0,0.0,2.2,164.0,19.0,57.0,1100.0,70.0,5.9,997.5,-1.1,0.0,0.7,False,2013-03-22,107.0,68.0,2,Unhealthy,True
521,2013,3,22,16,107.0,180.0,21.0,42.0,1100.0,85.0,9.5,1006.6,-3.5,0.0,11,2.6,Dingling,2013-03-22 16:00:00,78.5,2,-0.8660254037844385,-0.5000000000000004,4,0,139.0,22.0,41.0,900.0,76.0,9.7,1007.0,-3.6,0.0,3.9,13.0,8.0,18.0,400.0,81.0,10.7,1008.1,-4.9,0.0,2.7,152.0,17.0,49.0,1000.0,80.0,6.7,996.7,-1.7,0.0,1.0,False,2013-03-22,68.0,48.0,2,Unhealthy,True
508,2013,3,22,3,117.0,170.0,30.0,87.0,1200.0,2.0,2.4,1010.1,-5.3,0.0,4,2.0,Aotizhongxin,2013-03-22 03:00:00,159.25,2,0.7071067811865476,0.7071067811865476,4,0,168.0,20.0,95.0,1399.0,2.0,1.1,1009.5,-0.4,0.0,1.1,209.0,18.0,115.0,1700.0,2.0,3.4,1007.6,-0.1,0.0,0.8,106.0,7.0,46.0,800.0,19.0,-0.8,1008.9,-2.7,0.0,0.5,False,2013-03-22,160.0,172.0,2,Unhealthy,True
514,2013,3,22,9,146.0,152.0,28.0,94.0,600.0,38.0,8.6,1014.8,-9.9,0.0,9,1.5,Aotizhongxin,2013-03-22 09:00:00,153.125,2,0.7071067811865476,-0.7071067811865475,4,0,15.0,24.0,66.0,600.0,19.0,7.6,1014.8,-9.3,0.0,2.3,168.0,12.0,43.0,500.0,36.0,2.7,1012.9,-8.4,0.0,0.9,129.0,12.0,71.0,1800.0,2.0,2.7,1005.3,-2.2,0.0,1.6,False,2013-03-22,10.0,26.0,2,Unhealthy,True
509,2013,3,22,4,125.0,128.0,21.0,63.0,400.0,72.0,2.2,1013.5,-6.2,0.0,5,0.7,Shunyi,2013-03-22 04:00:00,126.83333333333333,2,0.8660254037844386,0.5000000000000001,4,0,130.0,12.0,20.0,600.0,64.0,4.5,1012.6,-6.7,0.0,1.0,133.0,8.0,34.0,1100.0,50.0,2.6,1011.2,-2.9,0.0,0.7,92.0,3.0,4.0,100.0,,0.0,1011.1,-4.3,0.0,1.0,False,2013-03-22,46.0,66.0,2,Unhealthy,True
514,2013,3,22,9,107.0,106.0,22.0,51.0,300.0,72.0,7.8,1017.3,-12.1,0.0,9,1.8,Shunyi,2013-03-22 09:00:00,114.625,2,0.7071067811865476,-0.7071067811865475,4,0,109.0,7.0,19.0,300.0,64.0,6.3,1017.5,-12.8,0.0,3.1,120.0,9.0,13.0,300.0,67.0,2.9,1015.6,-10.1,0.0,0.7,84.0,4.0,52.0,1600.0,18.0,2.9,1008.1,-3.9,0.0,0.2,False,2013-03-22,10.0,9.0,2,Unhealthy,True
515,2013,3,22,10,104.0,102.0,22.0,50.0,300.0,73.0,8.4,1016.9,-12.1,0.0,9,1.9,Shunyi,2013-03-22 10:00:00,115.41666666666667,2,0.49999999999999994,-0.8660254037844387,4,0,106.0,22.0,51.0,300.0,72.0,7.8,1017.3,-12.1,0.0,1.8,116.0,8.0,17.0,300.0,65.0,4.8,1016.7,-12.2,0.0,2.1,100.0,21.0,54.0,1500.0,21.0,4.0,1006.9,-3.5,0.0,1.6,False,2013-03-22,107.0,10.0,2,Unhealthy,True
516,2013,3,22,11,101.0,99.0,20.0,48.0,400.0,70.0,8.0,1016.4,-6.9,0.0,8,4.2,Shunyi,2013-03-22 11:00:00,115.875,2,0.258819045102521,-0.9659258262890682,4,0,102.0,22.0,50.0,300.0,73.0,8.4,1016.9,-12.1,0.0,1.9,109.0,7.0,19.0,300.0,64.0,6.3,1017.5,-12.8,0.0,3.1,100.0,42.0,48.0,1399.0,32.0,5.6,1005.8,-3.0,0.0,0.8,False,2013-03-22,104.0,107.0,2,Unhealthy,True
507,2013,3,22,2,101.0,137.0,31.0,56.0,1300.0,36.0,4.3,1011.2,-4.2,0.0,4,0.9,Tiantan,2013-03-22 02:00:00,141.08333333333334,2,0.49999999999999994,0.8660254037844387,4,0,136.0,37.0,58.0,1500.0,40.0,5.0,1010.5,-4.1,0.0,1.3,165.0,32.0,78.0,1899.0,31.0,6.0,1008.5,-1.6,0.0,1.7,80.0,16.0,38.0,800.0,31.0,1.6,1012.1,-4.5,0.0,1.7,False,2013-03-22,156.0,191.0,2,Unhealthy,True
521,2013,3,22,16,106.0,174.0,19.0,38.0,1100.0,76.0,9.5,1006.6,-3.5,0.0,11,2.6,Changping,2013-03-22 16:00:00,94.29166666666667,2,-0.8660254037844385,-0.5000000000000004,4,0,178.0,22.0,44.0,1300.0,69.0,9.7,1007.0,-3.6,0.0,3.9,80.0,13.0,35.0,800.0,62.0,10.7,1008.1,-4.9,0.0,2.7,163.0,26.0,49.0,1200.0,72.0,6.7,996.7,-1.7,0.0,1.0,False,2013-03-22,100.0,55.0,2,Unhealthy,True
522,2013,3,22,17,88.0,159.0,19.0,38.0,1100.0,73.0,8.9,1007.0,-3.3,0.0,11,2.7,Changping,2013-03-22 17:00:00,93.70833333333333,2,-0.9659258262890683,-0.25881904510252063,4,0,174.0,19.0,38.0,1100.0,76.0,9.5,1006.6,-3.5,0.0,2.6,114.0,18.0,40.0,900.0,62.0,10.5,1007.6,-4.0,0.0,2.2,169.0,25.0,54.0,1300.0,68.0,5.9,997.5,-1.1,0.0,0.7,False,2013-03-22,106.0,100.0,2,Unhealthy,True
523,2013,3,22,18,87.0,164.0,20.0,44.0,1100.0,67.0,8.2,1007.4,-3.7,0.0,10,1.1,Changping,2013-03-22 18:00:00,89.95833333333333,2,-1.0,-1.8369701987210297e-16,4,0,159.0,19.0,38.0,1100.0,73.0,8.9,1007.0,-3.3,0.0,2.7,178.0,22.0,44.0,1300.0,69.0,9.7,1007.0,-3.6,0.0,3.9,181.0,23.0,65.0,1399.0,55.0,4.9,998.6,-1.1,0.0,0.8,False,2013-03-22,88.0,106.0,2,Unhealthy,True
524,2013,3,22,19,90.0,165.0,22.0,52.0,1200.0,57.0,7.6,1007.7,-3.3,0.0,2,2.0,Changping,2013-03-22 19:00:00,86.375,2,-0.9659258262890684,0.2588190451025203,4,0,164.0,20.0,44.0,1100.0,67.0,8.2,1007.4,-3.7,0.0,1.1,174.0,19.0,38.0,1100.0,76.0,9.5,1006.6,-3.5,0.0,2.6,185.0,17.0,76.0,1500.0,36.0,4.1,999.6,-0.7,0.0,0.0,False,2013-03-22,87.0,88.0,2,Unhealthy,True
525,2013,3,22,20,88.0,159.0,20.0,55.0,1200.0,49.0,7.2,1008.3,-4.0,0.0,2,2.2,Changping,2013-03-22 20:00:00,81.83333333333333,2,-0.8660254037844386,0.5000000000000001,4,0,165.0,22.0,52.0,1200.0,57.0,7.6,1007.7,-3.3,0.0,2.0,159.0,19.0,38.0,1100.0,73.0,8.9,1007.0,-3.3,0.0,2.7,209.0,20.0,108.0,1899.0,9.0,3.7,1000.7,-0.3,0.0,0.2,False,2013-03-22,90.0,87.0,2,Unhealthy,True
526,2013,3,22,21,91.0,159.0,16.0,60.0,1200.0,38.0,5.0,1008.2,-4.1,0.0,2,4.5,Changping,2013-03-22 21:00:00,77.58333333333333,2,-0.7071067811865477,0.7071067811865474,4,0,159.0,20.0,55.0,1200.0,49.0,7.2,1008.3,-4.0,0.0,2.2,164.0,20.0,44.0,1100.0,67.0,8.2,1007.4,-3.7,0.0,1.1,210.0,22.0,96.0,2100.0,14.0,3.2,1001.7,-0.4,0.0,1.6,False,2013-03-22,88.0,90.0,2,Unhealthy,True
527,2013,3,22,22,82.0,144.0,13.0,62.0,1200.0,29.0,3.8,1008.4,-4.4,0.0,2,3.6,Changping,2013-03-22 22:00:00,72.75,2,-0.5000000000000004,0.8660254037844384,4,0,159.0,16.0,60.0,1200.0,38.0,5.0,1008.2,-4.1,0.0,4.5,165.0,22.0,52.0,1200.0,57.0,7.6,1007.7,-3.3,0.0,2.0,206.0,23.0,102.0,2100.0,5.0,3.1,1002.9,-0.4,0.0,2.2,False,2013-03-22,91.0,88.0,2,Unhealthy,True
515,2013,3,22,10,142.0,147.0,27.0,93.0,600.0,43.0,8.1,1014.4,-4.1,0.0,12,4.4,Aotizhongxin,2013-03-22 10:00:00,153.625,2,0.49999999999999994,-0.8660254037844387,4,0,152.0,28.0,94.0,600.0,38.0,8.6,1014.8,-9.9,0.0,1.5,33.0,18.0,68.0,700.0,14.0,5.8,1013.9,-7.8,0.0,1.4,141.0,23.0,75.0,1700.0,2.0,3.7,1004.5,-1.9,0.0,1.7,False,2013-03-22,146.0,10.0,2,Unhealthy,True
516,2013,3,22,11,137.0,143.0,27.0,91.0,700.0,48.0,8.7,1013.7,-5.6,0.0,8,2.8,Aotizhongxin,2013-03-22 11:00:00,153.41666666666666,2,0.258819045102521,-0.9659258262890682,4,0,147.0,27.0,93.0,600.0,43.0,8.1,1014.4,-4.1,0.0,4.4,15.0,24.0,66.0,600.0,19.0,7.6,1014.8,-9.3,0.0,2.3,163.0,39.0,82.0,1700.0,6.0,5.0,1003.0,-1.9,0.0,2.4,False,2013-03-22,142.0,146.0,2,Unhealthy,True
507,2013,3,22,2,124.0,151.0,32.0,62.0,1100.0,42.0,4.3,1011.2,-4.2,0.0,4,0.9,Dongsi,2013-03-22 02:00:00,150.66666666666666,2,0.49999999999999994,0.8660254037844387,4,0,149.0,34.0,73.0,1300.0,37.0,5.0,1010.5,-4.1,0.0,1.3,182.0,30.0,89.0,1600.0,32.0,6.0,1008.5,-1.6,0.0,1.7,97.0,19.0,35.0,800.0,23.0,1.6,1012.1,-4.5,0.0,1.7,False,2013-03-22,161.0,173.0,2,Unhealthy,True
508,2013,3,22,3,104.0,151.0,26.0,52.0,900.0,46.0,4.5,1011.8,-6.1,0.0,6,1.5,Dongsi,2013-03-22 03:00:00,151.45833333333334,2,0.7071067811865476,0.7071067811865476,4,0,151.0,32.0,62.0,1100.0,42.0,4.3,1011.2,-4.2,0.0,0.9,180.0,31.0,94.0,1600.0,21.0,5.4,1009.6,-2.4,0.0,1.5,75.0,15.0,44.0,,,0.8,1011.1,-4.2,0.0,1.1,True,2013-03-22,124.0,161.0,2,Unhealthy,True
514,2013,3,22,9,136.0,133.0,26.0,80.0,400.0,63.0,7.7,1016.7,-6.5,0.0,10,1.8,Dongsi,2013-03-22 09:00:00,144.0,2,0.7071067811865476,-0.7071067811865475,4,0,137.0,12.0,37.0,400.0,53.0,6.7,1016.6,-12.0,0.0,2.5,147.0,9.0,27.0,500.0,67.0,2.7,1015.1,-9.6,0.0,0.9,111.0,20.0,52.0,1200.0,13.0,3.6,1007.0,-3.5,0.0,0.8,False,2013-03-22,10.0,8.0,2,Unhealthy,True
520,2013,3,22,15,100.0,178.0,22.0,44.0,1300.0,69.0,9.7,1007.0,-3.6,0.0,11,3.9,Changping,2013-03-22 15:00:00,90.0,2,-0.7071067811865471,-0.7071067811865479,4,0,114.0,18.0,40.0,900.0,62.0,10.5,1007.6,-4.0,0.0,2.2,33.0,6.0,25.0,500.0,67.0,9.6,1008.9,-7.2,0.0,3.3,146.0,27.0,42.0,,,6.7,996.8,-1.7,0.0,0.9,False,2013-03-22,55.0,32.0,2,Unhealthy,True
515,2013,3,22,10,132.0,128.0,26.0,79.0,400.0,72.0,7.7,1016.3,-7.6,0.0,10,1.5,Dongsi,2013-03-22 10:00:00,144.45833333333334,2,0.49999999999999994,-0.8660254037844387,4,0,133.0,26.0,80.0,400.0,63.0,7.7,1016.7,-6.5,0.0,1.8,10.0,12.0,45.0,400.0,39.0,5.4,1015.9,-10.8,0.0,2.5,129.0,20.0,65.0,1500.0,11.0,4.9,1005.9,-3.4,0.0,1.3,False,2013-03-22,136.0,10.0,2,Unhealthy,True
506,2013,3,22,1,81.0,147.0,22.0,51.0,1300.0,38.0,6.9,1005.7,-9.9,0.0,4,1.1,Changping,2013-03-22 01:00:00,127.91666666666667,2,0.25881904510252074,0.9659258262890683,4,0,222.0,14.0,90.0,2700.0,11.0,4.6,1004.6,-7.9,0.0,1.4,206.0,23.0,102.0,2100.0,5.0,3.1,1002.9,-0.4,0.0,2.2,105.0,6.0,58.0,1100.0,14.0,1.0,1007.6,-3.1,0.0,1.2,False,2013-03-22,204.0,177.0,2,Unhealthy,True
509,2013,3,22,4,120.0,137.0,20.0,62.0,500.0,68.0,3.9,1008.1,-14.4,0.0,6,1.5,Changping,2013-03-22 04:00:00,121.58333333333333,2,0.8660254037844386,0.5000000000000001,4,0,6.0,3.0,14.0,,,4.6,1007.3,-12.8,0.0,1.2,147.0,22.0,51.0,1300.0,38.0,6.9,1005.7,-9.9,0.0,1.1,104.0,10.0,51.0,1100.0,18.0,0.9,1005.4,-3.6,0.0,0.9,False,2013-03-22,3.0,7.0,2,Unhealthy,True
520,2013,3,22,15,83.0,196.0,31.0,47.0,1100.0,64.0,9.6,1010.6,-2.1,0.0,11,4.6,Aotizhongxin,2013-03-22 15:00:00,135.45833333333334,2,-0.7071067811865471,-0.7071067811865479,4,0,176.0,31.0,52.0,1200.0,56.0,10.0,1011.1,-2.0,0.0,4.2,157.0,51.0,57.0,1200.0,39.0,9.2,1012.5,-3.7,0.0,5.0,202.0,38.0,98.0,1600.0,26.0,7.7,1000.0,-0.8,0.0,1.4,False,2013-03-22,75.0,56.0,2,Unhealthy,True
522,2013,3,22,17,78.0,170.0,30.0,46.0,900.0,66.0,8.9,1010.3,-2.4,0.0,11,3.9,Aotizhongxin,2013-03-22 17:00:00,125.83333333333333,2,-0.9659258262890683,-0.25881904510252063,4,0,181.0,29.0,44.0,900.0,66.0,9.3,1010.2,-2.0,0.0,2.9,176.0,31.0,52.0,1200.0,56.0,10.0,1011.1,-2.0,0.0,4.2,211.0,40.0,114.0,1600.0,20.0,6.9,1000.2,-0.1,0.0,2.3,False,2013-03-22,66.0,83.0,2,Unhealthy,True
523,2013,3,22,18,76.0,157.0,29.0,47.0,900.0,66.0,8.1,1010.7,-3.4,0.0,11,3.0,Aotizhongxin,2013-03-22 18:00:00,121.08333333333333,2,-1.0,-1.8369701987210297e-16,4,0,170.0,30.0,46.0,900.0,66.0,8.9,1010.3,-2.4,0.0,3.9,196.0,31.0,47.0,1100.0,64.0,9.6,1010.6,-2.1,0.0,4.6,221.0,34.0,122.0,1600.0,15.0,6.1,1001.4,0.0,0.0,1.1,False,2013-03-22,78.0,66.0,2,Unhealthy,True
514,2013,3,22,9,99.0,117.0,18.0,56.0,700.0,55.0,7.4,1011.0,-10.9,0.0,9,4.2,Changping,2013-03-22 09:00:00,108.33333333333333,2,0.7071067811865476,-0.7071067811865475,4,0,40.0,10.0,44.0,900.0,35.0,7.6,1011.1,-11.2,0.0,2.3,10.0,3.0,14.0,600.0,68.0,2.1,1009.8,-10.4,0.0,0.5,109.0,29.0,49.0,1300.0,20.0,2.1,1002.3,-3.4,0.0,0.5,False,2013-03-22,13.0,8.0,2,Unhealthy,True
515,2013,3,22,10,94.0,112.0,17.0,55.0,500.0,63.0,8.5,1010.7,-9.9,0.0,9,3.1,Changping,2013-03-22 10:00:00,107.04166666666667,2,0.49999999999999994,-0.8660254037844387,4,0,117.0,18.0,56.0,700.0,55.0,7.4,1011.0,-10.9,0.0,4.2,24.0,3.0,32.0,700.0,49.0,6.0,1010.7,-11.6,0.0,0.5,128.0,27.0,55.0,1399.0,20.0,2.7,1001.3,-2.8,0.0,1.1,False,2013-03-22,99.0,13.0,2,Unhealthy,True
516,2013,3,22,11,88.0,107.0,16.0,53.0,500.0,66.0,9.4,1009.8,-10.7,0.0,8,2.6,Changping,2013-03-22 11:00:00,104.875,2,0.258819045102521,-0.9659258262890682,4,0,112.0,17.0,55.0,500.0,63.0,8.5,1010.7,-9.9,0.0,3.1,40.0,10.0,44.0,900.0,35.0,7.6,1011.1,-11.2,0.0,2.3,153.0,26.0,64.0,1600.0,20.0,4.4,1000.2,-2.5,0.0,1.1,False,2013-03-22,94.0,99.0,2,Unhealthy,True
516,2013,3,22,11,128.0,127.0,26.0,77.0,1000.0,52.0,8.6,1015.5,-7.2,0.0,10,2.5,Dongsi,2013-03-22 11:00:00,144.08333333333334,2,0.258819045102521,-0.9659258262890682,4,0,128.0,26.0,79.0,400.0,72.0,7.7,1016.3,-7.6,0.0,1.5,137.0,12.0,37.0,400.0,53.0,6.7,1016.6,-12.0,0.0,2.5,151.0,20.0,77.0,1600.0,13.0,5.4,1004.9,-2.9,0.0,1.8,False,2013-03-22,132.0,136.0,2,Unhealthy,True
515,2013,3,22,10,122.0,118.0,32.0,72.0,700.0,53.0,7.7,1016.3,-7.6,0.0,10,1.5,Tiantan,2013-03-22 10:00:00,134.375,2,0.49999999999999994,-0.8660254037844387,4,0,120.0,33.0,73.0,600.0,50.0,7.7,1016.7,-6.5,0.0,1.8,25.0,12.0,62.0,800.0,20.0,5.4,1015.9,-10.8,0.0,2.5,133.0,38.0,54.0,1300.0,22.0,4.9,1005.9,-3.4,0.0,1.3,False,2013-03-22,126.0,12.0,2,Unhealthy,True
